id;code;accuracy;basePower;category;description;shortDescription;name;pp;priority;type
548;secretsword;100;85;Special;Deals damage to the target based on its Defense instead of Special Defense.;Damages target based on Defense, not Sp. Def.;Secret Sword;10;0;Fighting
549;glaciate;95;65;Special;Has a 100% chance to lower the target's Speed by 1 stage.;100% chance to lower the foe(s) Speed by 1.;Glaciate;10;0;Ice
550;boltstrike;85;130;Physical;Has a 20% chance to paralyze the target.;20% chance to paralyze the target.;Bolt Strike;5;0;Electric
551;blueflare;85;130;Special;Has a 20% chance to burn the target.;20% chance to burn the target.;Blue Flare;5;0;Fire
552;fierydance;100;80;Special;Has a 50% chance to raise the user's Special Attack by 1 stage.;50% chance to raise the user's Sp. Atk by 1.;Fiery Dance;10;0;Fire
553;freezeshock;90;140;Physical;Has a 30% chance to paralyze the target. This attack charges on the first turn and executes on the second. If the user is holding a Power Herb, the move completes in one turn.;Charges turn 1. Hits turn 2. 30% paralyze.;Freeze Shock;5;0;Ice
554;iceburn;90;140;Special;Has a 30% chance to burn the target. This attack charges on the first turn and executes on the second. If the user is holding a Power Herb, the move completes in one turn.;Charges turn 1. Hits turn 2. 30% burn.;Ice Burn;5;0;Ice
555;snarl;95;55;Special;Has a 100% chance to lower the target's Special Attack by 1 stage.;100% chance to lower the foe(s) Sp. Atk by 1.;Snarl;15;0;Dark
556;iciclecrash;90;85;Physical;Has a 30% chance to flinch the target.;30% chance to flinch the target.;Icicle Crash;10;0;Ice
557;vcreate;95;180;Physical;Lowers the user's Speed, Defense, and Special Defense by 1 stage.;Lowers the user's Defense, Sp. Def, Speed by 1.;V-create;5;0;Fire
558;fusionflare;100;100;Special;Power doubles if the last move used by any Pokemon this turn was Fusion Bolt.;Power doubles if used after Fusion Bolt.;Fusion Flare;5;0;Fire
559;fusionbolt;100;100;Physical;Power doubles if the last move used by any Pokemon this turn was Fusion Flare.;Power doubles if used after Fusion Flare.;Fusion Bolt;5;0;Electric
560;flyingpress;95;80;Physical;This move combines Flying in its type effectiveness against the target. Damage doubles and no accuracy check is done if the target has used Minimize while active.;Combines Flying in its type effectiveness.;Flying Press;10;0;Fighting
561;matblock;1000;0;Status;The user and its party members are protected from damaging attacks made by other Pokemon, including allies, during this turn. Fails unless it is the user's first turn on the field, if the user moves last this turn, or if this move is already in effect for the user's side.;Protects allies from attacks. First turn out only.;Mat Block;10;0;Fighting
562;belch;90;120;Special;This move cannot be selected until the user eats a Berry, either by eating one that was held, stealing and eating one off another Pokemon with Bug Bite or Pluck, or eating one that was thrown at it with Fling. Once the condition is met, this move can be selected and used for the rest of the battle even if the user gains or uses another item or switches out. Consuming a Berry with Natural Gift does not count for the purposes of eating one.;Cannot be selected until the user eats a Berry.;Belch;10;0;Poison
563;rototiller;1000;0;Status;Raises the Attack and Special Attack of all grounded Grass-type Pokemon on the field by 1 stage.;Raises Atk, Sp. Atk of grounded Grass types by 1.;Rototiller;10;0;Ground
564;stickyweb;1000;0;Status;Sets up a hazard on the foe's side of the field, lowering the Speed by 1 stage of each foe that switches in, unless it is a Flying-type Pokemon or has the Ability Levitate. Can be used only once before failing. Can be removed from the foe's side if any foe uses Rapid Spin or Defog, or is hit by Defog.;Lowers Speed of grounded foes by 1 on switch-in.;Sticky Web;20;0;Bug
565;fellstinger;100;30;Physical;Raises the user's Attack by 2 stages if this move knocks out the target.;Raises user's Attack by 2 if this KOes the target.;Fell Stinger;25;0;Bug
566;phantomforce;100;90;Physical;If this move is successful, it breaks through the target's Detect, King's Shield, Protect, or Spiky Shield for this turn, allowing other Pokemon to attack the target normally. If the target's side is protected by Crafty Shield, Mat Block, Quick Guard, or Wide Guard, that protection is also broken for this turn and other Pokemon may attack the target's side normally. This attack charges on the first turn and executes on the second. On the first turn, the user avoids all attacks. If the user is holding a Power Herb, the move completes in one turn. Damage doubles and no accuracy check is done if the target has used Minimize while active.;Disappears turn 1. Hits turn 2. Breaks protection.;Phantom Force;10;0;Ghost
567;trickortreat;100;0;Status;Causes the Ghost type to be added to the target, effectively making it have two or three types. Fails if the target is already a Ghost type. If Forest's Curse adds a type to the target, it replaces the type added by this move and vice versa.;Adds Ghost to the target's type(s).;Trick-or-Treat;20;0;Ghost
568;nobleroar;100;0;Status;Lowers the target's Attack and Special Attack by 1 stage.;Lowers the target's Attack and Sp. Atk by 1.;Noble Roar;30;0;Normal
569;iondeluge;1000;0;Status;Causes Normal-type moves to become Electric type this turn.;Normal moves become Electric type this turn.;Ion Deluge;25;1;Electric
570;paraboliccharge;100;50;Special;The user recovers 1/2 the HP lost by the target, rounded half up. If Big Root is held by the user, the HP recovered is 1.3x normal, rounded half down.;User recovers 50% of the damage dealt.;Parabolic Charge;20;0;Electric
571;forestscurse;100;0;Status;Causes the Grass type to be added to the target, effectively making it have two or three types. Fails if the target is already a Grass type. If Trick-or-Treat adds a type to the target, it replaces the type added by this move and vice versa.;Adds Grass to the target's type(s).;Forest's Curse;20;0;Grass
572;petalblizzard;100;90;Physical;No additional effect.;No additional effect. Hits adjacent Pokemon.;Petal Blizzard;15;0;Grass
573;freezedry;100;70;Special;Has a 10% chance to freeze the target. This move's type effectiveness against Water is changed to be super effective no matter what this move's type is.;10% chance to freeze. Super effective on Water.;Freeze-Dry;20;0;Ice
574;disarmingvoice;1000;40;Special;This move does not check accuracy.;This move does not check accuracy. Hits foes.;Disarming Voice;15;0;Fairy
575;partingshot;100;0;Status;Lowers the target's Attack and Special Attack by 1 stage. If this move is successful, the user switches out even if it is trapped and is replaced immediately by a selected party member. The user does not switch out if there are no unfainted party members.;Lowers target's Atk, Sp. Atk by 1. User switches.;Parting Shot;20;0;Dark
576;topsyturvy;1000;0;Status;The target's positive stat stages become negative and vice versa. Fails if all of the target's stat stages are 0.;Inverts the target's stat stages.;Topsy-Turvy;20;0;Dark
577;drainingkiss;100;50;Special;The user recovers 3/4 the HP lost by the target, rounded half up. If Big Root is held by the user, the HP recovered is 1.3x normal, rounded half down.;User recovers 75% of the damage dealt.;Draining Kiss;10;0;Fairy
578;craftyshield;1000;0;Status;The user and its party members are protected from non-damaging attacks made by other Pokemon, including allies, during this turn. Fails if the user moves last this turn or if this move is already in effect for the user's side.;Protects allies from Status moves this turn.;Crafty Shield;10;3;Fairy
579;flowershield;1000;0;Status;Raises the Defense of all Grass-type Pokemon on the field by 1 stage.;Raises Defense by 1 of all active Grass types.;Flower Shield;10;0;Fairy
580;grassyterrain;1000;0;Status;For 5 turns, the terrain becomes Grassy Terrain. During the effect, the power of Grass-type attacks used by grounded Pokemon is multiplied by 1.5, the power of Bulldoze, Earthquake, and Magnitude used against grounded Pokemon is multiplied by 0.5, and grounded Pokemon have 1/16 of their maximum HP, rounded down, restored at the end of each turn, including the last turn. Camouflage transforms the user into a Grass type, Nature Power becomes Energy Ball, and Secret Power has a 30% chance to cause sleep. Fails if the current terrain is Grassy Terrain.;5 turns. Grounded: +Grass power,+1/16 max HP.;Grassy Terrain;10;0;Grass
581;mistyterrain;1000;0;Status;For 5 turns, the terrain becomes Misty Terrain. During the effect, the power of Dragon-type attacks used against grounded Pokemon is multiplied by 0.5 and grounded Pokemon cannot be inflicted with a major status condition. Camouflage transforms the user into a Fairy type, Nature Power becomes Moonblast, and Secret Power has a 30% chance to lower Special Attack by 1 stage. Fails if the current terrain is Misty Terrain.;5 turns. Can't status,-Dragon power vs grounded.;Misty Terrain;10;0;Fairy
582;electrify;1000;0;Status;Causes the target's move to become Electric type this turn. Fails if the target already moved this turn.;Changes the target's move to Electric this turn.;Electrify;20;0;Electric
583;playrough;90;90;Physical;Has a 10% chance to lower the target's Attack by 1 stage.;10% chance to lower the target's Attack by 1.;Play Rough;10;0;Fairy
584;fairywind;100;40;Special;No additional effect.;No additional effect.;Fairy Wind;30;0;Fairy
585;moonblast;100;95;Special;Has a 30% chance to lower the target's Special Attack by 1 stage.;30% chance to lower the target's Sp. Atk by 1.;Moonblast;15;0;Fairy
586;boomburst;100;140;Special;No additional effect.;No additional effect. Hits adjacent Pokemon.;Boomburst;10;0;Normal
587;fairylock;1000;0;Status;Prevents all active Pokemon from switching next turn. A Pokemon can still switch out if it is holding Shed Shell or uses Baton Pass, Parting Shot, U-turn, or Volt Switch. Fails if this move was used successfully last turn.;Prevents all Pokemon from switching next turn.;Fairy Lock;10;0;Fairy
588;kingsshield;1000;0;Status;The user is protected from most attacks made by other Pokemon during this turn, and Pokemon making contact with the user have their Attack lowered by 2 stages. Non-damaging moves go through this protection. This move has a 1/X chance of being successful, where X starts at 1 and triples each time this move is successfully used. X resets to 1 if this move fails or if the user's last move used is not Detect, Endure, King's Shield, Protect, Quick Guard, Spiky Shield, or Wide Guard. Fails if the user moves last this turn.;Protects from attacks. Contact: lowers Atk by 2.;King's Shield;10;4;Steel
589;playnice;1000;0;Status;Lowers the target's Attack by 1 stage.;Lowers the target's Attack by 1.;Play Nice;20;0;Normal
590;confide;1000;0;Status;Lowers the target's Special Attack by 1 stage.;Lowers the target's Sp. Atk by 1.;Confide;20;0;Normal
591;diamondstorm;95;100;Physical;Has a 50% chance to raise the user's Defense by 1 stage.;50% chance to raise user's Def by 1 for each hit.;Diamond Storm;5;0;Rock
592;steameruption;95;110;Special;Has a 30% chance to burn the target. The target thaws out if it is frozen.;30% chance to burn the target.;Steam Eruption;5;0;Water
593;hyperspacehole;1000;80;Special;If this move is successful, it breaks through the target's Detect, King's Shield, Protect, or Spiky Shield for this turn, allowing other Pokemon to attack the target normally. If the target's side is protected by Crafty Shield, Mat Block, Quick Guard, or Wide Guard, that protection is also broken for this turn and other Pokemon may attack the target's side normally.;Breaks the target's protection for this turn.;Hyperspace Hole;5;0;Psychic
594;watershuriken;100;15;Physical;Hits two to five times. Has a 1/3 chance to hit two or three times, and a 1/6 chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits. If the user has the Ability Skill Link, this move will always hit five times.;Hits 2-5 times in one turn.;Water Shuriken;20;1;Water
595;mysticalfire;100;65;Special;Has a 100% chance to lower the target's Special Attack by 1 stage.;100% chance to lower the target's Sp. Atk by 1.;Mystical Fire;10;0;Fire
596;spikyshield;1000;0;Status;The user is protected from most attacks made by other Pokemon during this turn, and Pokemon making contact with the user lose 1/8 of their maximum HP, rounded down. This move has a 1/X chance of being successful, where X starts at 1 and triples each time this move is successfully used. X resets to 1 if this move fails or if the user's last move used is not Detect, Endure, King's Shield, Protect, Quick Guard, Spiky Shield, or Wide Guard. Fails if the user moves last this turn.;Protects from moves. Contact: loses 1/8 max HP.;Spiky Shield;10;4;Grass
597;aromaticmist;1000;0;Status;Raises the target's Special Defense by 1 stage. Fails if there is no ally adjacent to the user.;Raises an ally's Sp. Def by 1.;Aromatic Mist;20;0;Fairy
598;eerieimpulse;100;0;Status;Lowers the target's Special Attack by 2 stages.;Lowers the target's Sp. Atk by 2.;Eerie Impulse;15;0;Electric
599;venomdrench;100;0;Status;Lowers the target's Attack, Special Attack, and Speed by 1 stage if the target is poisoned. Fails if the target is not poisoned.;Lowers Atk, Sp. Atk, Speed of poisoned foes by 1.;Venom Drench;20;0;Poison
600;powder;100;0;Status;If the target uses a Fire-type move this turn, it is prevented from executing and the target loses 1/4 of its maximum HP, rounded half up.;If using a Fire move, target loses 1/4 max HP.;Powder;20;1;Bug
601;geomancy;1000;0;Status;Raises the user's Special Attack, Special Defense, and Speed by 2 stages. This attack charges on the first turn and executes on the second. If the user is holding a Power Herb, the move completes in one turn.;Charges, then raises SpA, SpD, Spe by 2 turn 2.;Geomancy;10;0;Fairy
602;magneticflux;1000;0;Status;Raises the Defense and Special Defense of Pokemon on the user's side with the Abilities Plus or Minus by 1 stage.;Raises Def, Sp. Def of allies with Plus/Minus by 1.;Magnetic Flux;20;0;Electric
603;happyhour;1000;0;Status;Money falls from the sky.;No competitive use.;Happy Hour;30;0;Normal
604;electricterrain;1000;0;Status;"For 5 turns, the terrain becomes Electric Terrain. During the effect, the power of Electric-type attacks made by grounded Pokemon is multiplied by 1.5 and grounded Pokemon cannot fall asleep; Pokemon already asleep do not wake up. Camouflage transforms the user into an Electric type, Nature Power becomes Thunderbolt, and Secret Power has a 30% chance to cause paralysis. Fails if the current terrain is Electric Terrain.";5 turns. Grounded: +Electric power, can't sleep.;Electric Terrain;10;0;Electric
605;dazzlinggleam;100;80;Special;No additional effect.;No additional effect. Hits adjacent foes.;Dazzling Gleam;10;0;Fairy
606;celebrate;1000;0;Status;It is your birthday.;No competitive use. Or any use.;Celebrate;40;0;Normal
608;babydolleyes;100;0;Status;Lowers the target's Attack by 1 stage.;Lowers the target's Attack by 1.;Baby-Doll Eyes;30;1;Fairy
609;nuzzle;100;20;Physical;Has a 100% chance to paralyze the target.;100% chance to paralyze the target.;Nuzzle;20;0;Electric
610;holdback;100;40;Physical;Leaves the target with at least 1 HP.;Always leaves the target with at least 1 HP.;Hold Back;40;0;Normal
611;infestation;100;20;Special;"Prevents the target from switching for four or five turns; seven turns if the user is holding Grip Claw. Causes damage to the target equal to 1/8 of its maximum HP (1/6 if the user is holding Binding Band), rounded down, at the end of each turn during effect. The target can still switch out if it is holding Shed Shell or uses Baton Pass, Parting Shot, U-turn, or Volt Switch. The effect ends if either the user or the target leaves the field, or if the target uses Rapid Spin or Substitute. This effect is not stackable or reset by using this or another partial-trapping move.";Traps and damages the target for 4-5 turns.;Infestation;20;0;Bug
612;poweruppunch;100;40;Physical;Has a 100% chance to raise the user's Attack by 1 stage.;100% chance to raise the user's Attack by 1.;Power-Up Punch;20;0;Fighting
613;oblivionwing;100;80;Special;The user recovers 3/4 the HP lost by the target, rounded half up. If Big Root is held by the user, the HP recovered is 1.3x normal, rounded half down.;User recovers 75% of the damage dealt.;Oblivion Wing;10;0;Flying
614;thousandarrows;100;90;Physical;This move can hit airborne Pokemon, which includes Flying-type Pokemon, Pokemon with the Ability Levitate, Pokemon holding an Air Balloon, and Pokemon under the effect of Magnet Rise or Telekinesis. If the target is a Flying type and is not already grounded, this move deals neutral damage regardless of its other type(s). This move can hit a target using Bounce, Fly, or Sky Drop. If this move hits a target under the effect of Bounce, Fly, Magnet Rise, or Telekinesis, the effect ends. If the target is a Flying type that has not used Roost this turn or a Pokemon with the Ability Levitate, it loses its immunity to Ground-type attacks and the Ability Arena Trap as long as it remains active. During the effect, Magnet Rise fails for the target and Telekinesis fails against the target.;Hits adjacent foes, removes Ground immunity.;Thousand Arrows;10;0;Ground
615;holdhands;1000;0;Status;Nothing happens... Fails if there is no ally adjacent to the user.;No competitive use. Or any use.;Hold Hands;40;0;Normal
616;landswrath;100;90;Physical;No additional effect.;No additional effect. Hits adjacent foes.;Land's Wrath;10;0;Ground
617;lightofruin;90;140;Special;If the target lost HP, the user takes recoil damage equal to 1/2 the HP lost by the target, rounded half up, but not less than 1 HP.;Has 1/2 recoil.;Light of Ruin;5;0;Fairy
618;originpulse;85;110;Special;No additional effect.;No additional effect. Hits adjacent foes.;Origin Pulse;10;0;Water
619;precipiceblades;85;120;Physical;No additional effect.;No additional effect. Hits adjacent Pokemon.;Precipice Blades;10;0;Ground
620;dragonascent;100;120;Physical;Lowers the user's Defense and Special Defense by 1 stage.;Lowers the user's Defense and Sp. Def by 1.;Dragon Ascent;5;0;Flying
621;hyperspacefury;1000;100;Physical;Lowers the user's Defense by 1 stage. This move cannot be used successfully unless the user is a Hoopa in its Unbound forme. If this move is successful, it breaks through the target's Detect, King's Shield, Protect, or Spiky Shield for this turn, allowing other Pokemon to attack the target normally. If the target's side is protected by Crafty Shield, Mat Block, Quick Guard, or Wide Guard, that protection is also broken for this turn and other Pokemon may attack the target's side normally.;Lowers user's Defense by 1. Breaks protection.;Hyperspace Fury;5;0;Dark
622;hiddenpowerbug;100;60;Special;;;Hidden Power Bug;15;0;Bug
623;hiddenpowerdark;100;60;Special;;;Hidden Power Dark;15;0;Dark
624;hiddenpowerdragon;100;60;Special;;;Hidden Power Dragon;15;0;Dragon
625;hiddenpowerelectric;100;60;Special;;;Hidden Power Electric;15;0;Electric
626;hiddenpowerfighting;100;60;Special;;;Hidden Power Fighting;15;0;Fighting
627;hiddenpowerfire;100;60;Special;;;Hidden Power Fire;15;0;Fire
628;hiddenpowerflying;100;60;Special;;;Hidden Power Flying;15;0;Flying
629;hiddenpowerghost;100;60;Special;;;Hidden Power Ghost;15;0;Ghost
630;hiddenpowergrass;100;60;Special;;;Hidden Power Grass;15;0;Grass
631;hiddenpowerground;100;60;Special;;;Hidden Power Ground;15;0;Ground
632;hiddenpowerice;100;60;Special;;;Hidden Power Ice;15;0;Ice
633;hiddenpowerpoison;100;60;Special;;;Hidden Power Poison;15;0;Poison
634;hiddenpowerpsychic;100;60;Special;;;Hidden Power Psychic;15;0;Psychic
635;hiddenpowerrock;100;60;Special;;;Hidden Power Rock;15;0;Rock
636;hiddenpowersteel;100;60;Special;;;Hidden Power Steel;15;0;Steel
637;hiddenpowerwater;100;60;Special;;;Hidden Power Water;15;0;Water
638;thousandwaves;100;90;Physical;Prevents the target from switching out. The target can still switch out if it is holding Shed Shell or uses Baton Pass, Parting Shot, U-turn, or Volt Switch. If the target leaves the field using Baton Pass, the replacement will remain trapped. The effect ends if the user leaves the field.;Hits adjacent foes. Prevents them from switching.;Thousand Waves;10;0;Ground
